Child Product,CPG,Month,Shipment in Child Cases,PPG,Parent Prod, Shipment in parent Prod Cases ,Inventory_Parent_Cases
S2,C2,201812,103,P1,S1,77,0
S1,C3,201812,43,P1,S1,43,1
S2,C1,201812,34,P1,S1,26,1
S3,C3,201812,11,P2,S3,11,2
S3,C1,201812,6,P2,S3,6,1
S4,C3,201812,312,P3,S4,312,1
S46,C3,201812,980,P15,S63,980,13
S50,C3,201812,24,P15,S63,24,0
S46,C2,201812,813,P15,S63,813,8
S50,C2,201812,396,P15,S63,396,5
S50,C1,201812,1,P15,S63,1,0
S7,C3,201812,75,P6,S7,75,1
S9,C3,201812,95,P8,S9,95,1
S10,C3,201812,137,P9,S10,137,2
S10,C1,201812,2,P9,S10,2,1
S31,C3,201812,10,P17,S31,10,1
S30,C3,201812,22,P19,S30,22,0
S29,C3,201812,15,P18,S29,15,1
S41,C3,201812,5,P16,S57,5,0
S41,C2,201812,249,P16,S57,249,2
S47,C3,201812,"1,755",P11,S66,"1,755",33
S47,C2,201812,17,P11,S66,17,4
S40,C2,201812,"3,919",P11,S66,"3,919",32
S48,C3,201812,49,P12,S68,49,2
S42,C3,201812,6,P12,S68,6,1
S48,C2,201812,257,P12,S68,257,1
S42,C2,201812,"2,924",P12,S68,"2,924",1
S48,C1,201812,"2,074",P12,S68,"2,074",2
S35,C3,201812,896,P5,S6,896,9
S34,C3,201812,2,P19,S30,2,0
S44,C3,201812,132,P20,S44,132,1
S44,C1,201812,47,P20,S44,47,2
S53,C3,201812,0,P5,S6,0,0
S45,C3,201812,24,P7,S8,24,0
S45,C1,201812,10,P7,S8,10,0
S54,C3,201812,124,P21,S54,124,1
S54,C1,201812,784,P21,S54,784,2
S52,C3,201812,72,P4,S52,72,1
S52,C1,201812,394,P4,S52,394,3
S55,C2,201812,211,P17,S31,211,8
S56,C2,201812,326,P17,S32,326,1
S57,C1,201812,"1,744",P16,S57,"1,744",8
S1,C5,201901,27,P1,S1,27,0
S2,C5,201901,26,P1,S1,20,0
S3,C5,201901,60,P2,S3,60,0
S4,C2,201901,629,P3,S4,629,0
S4,C5,201901,"14,719",P3,S4,"14,719",0
S6,C5,201901,145,P5,S6,145,0
S7,C5,201901,29,P6,S7,29,0
S8,C3,201901,198,P7,S8,198,2
S8,C5,201901,300,P7,S8,300,0
S8,C2,201901,57,P7,S8,57,1
S9,C5,201901,105,P8,S9,105,0
S10,C5,201901,56,P9,S10,56,0
S8,C1,201901,37,P7,S8,37,1
S11,C3,201901,23,P10,S11,23,2
S11,C2,201901,12,P10,S11,12,0
S38,C3,201901,132,P17,S31,132,15
S38,C2,201901,"1,076",P17,S31,"1,076",5
S38,C1,201901,598,P17,S31,598,6
S39,C2,201901,"1,185",P17,S32,"1,185",5
S39,C1,201901,302,P17,S32,302,1
S39,C3,201901,25,P17,S32,25,15
S20,C5,201901,28,P13,S20,28,0
S20,C1,201901,1,P13,S20,1,4
S21,C1,201901,6,P13,S21,6,1
S22,C5,201901,352,P14,S22,352,0
S23,C5,201901,332,P14,S23,332,0
S22,C3,201901,197,P14,S22,197,1
S23,C3,201901,82,P14,S23,82,18
S22,C2,201901,63,P14,S22,63,3
S23,C2,201901,53,P14,S23,53,3
S22,C1,201901,50,P14,S22,50,8
S23,C1,201901,35,P14,S23,35,9
S4,C1,201901,"1,808",P3,S4,"1,808",1
S6,C1,201901,150,P5,S6,150,0
S7,C1,201901,21,P6,S7,21,1
S9,C1,201901,12,P8,S9,12,0
S44,C5,201901,138,P20,S44,138,0
S45,C5,201901,170,P7,S8,170,0
S22,C4,201901,4,P14,S22,4,0
S40,C1,201901,"7,090",P11,S66,"7,090",13
S52,C5,201901,310,P4,S52,310,0
S46,C1,201901,"1,072",P15,S63,"1,072",27
S42,C1,201901,"4,070",P12,S68,"4,070",9
S38,C4,201901,1,P17,S31,1,0
S39,C4,201901,10,P17,S32,10,0
S23,C4,201901,2,P14,S23,2,0
S6,C4,201901,23,P5,S6,23,0
S10,C4,201901,76,P9,S10,76,0
S11,C4,201901,36,P10,S11,36,0
S29,C4,201901,96,P18,S29,96,0
S1,C4,201901,27,P1,S1,27,0
S4,C4,201901,175,P3,S4,175,0
S8,C4,201901,38,P7,S8,38,0
S34,C4,201901,1,P19,S30,1,0
S30,C4,201901,268,P19,S30,268,0
S2,C4,201901,17,P1,S1,13,0
S3,C4,201901,18,P2,S3,18,0
S52,C4,201901,8,P4,S52,8,0
S44,C4,201901,32,P20,S44,32,0
S47,C4,201901,37,P11,S66,37,0
S46,C4,201901,47,P15,S63,47,0
S48,C4,201901,52,P12,S68,52,0
S9,C4,201901,285,P8,S9,285,0
S57,C4,201901,1,P16,S57,1,0
S31,C4,201901,10,P17,S31,10,0
S20,C4,201901,2,P13,S20,2,0
S58,C4,201901,11,P17,S31,11,0
S59,C4,201901,6,P17,S32,6,0
S52,C2,201901,234,P4,S52,234,5
S44,C2,201901,31,P20,S44,31,0
S6,C2,201901,298,P5,S6,298,3
S9,C2,201901,34,P8,S9,34,2
S10,C2,201901,52,P9,S10,52,0
S57,C2,201901,332,P16,S57,332,2
S3,C2,201901,19,P2,S3,19,0
S54,C2,201901,297,P21,S54,297,1
S58,C2,201901,146,P17,S31,146,1
S59,C2,201901,184,P17,S32,184,1
S7,C2,201901,149,P6,S7,149,0
S45,C2,201901,205,P7,S8,205,0
S29,C2,201901,18,P18,S29,18,0
S30,C2,201901,9,P19,S30,9,1
S2,C2,201901,85,P1,S1,64,1
S1,C3,201901,15,P1,S1,15,0
S2,C3,201901,115,P1,S1,86,0
S2,C1,201901,20,P1,S1,15,1
S3,C3,201901,39,P2,S3,39,4
S3,C1,201901,5,P2,S3,5,1
S4,C3,201901,387,P3,S4,387,2
S46,C3,201901,13,P15,S63,13,2
S50,C3,201901,"1,566",P15,S63,"1,566",18
S50,C2,201901,"1,619",P15,S63,"1,619",1
S50,C1,201901,"8,388",P15,S63,"8,388",17
S7,C3,201901,87,P6,S7,87,1
S9,C3,201901,91,P8,S9,91,1
S10,C3,201901,181,P9,S10,181,1
S10,C1,201901,10,P9,S10,10,1
S30,C3,201901,33,P19,S30,33,1
S30,C1,201901,1,P19,S30,1,1
S29,C3,201901,24,P18,S29,24,1
S29,C1,201901,2,P18,S29,2,0
S47,C3,201901,"1,130",P11,S66,"1,130",2
S40,C3,201901,165,P11,S66,165,9
S40,C2,201901,"2,547",P11,S66,"2,547",0
S60,C2,201901,"1,573",P11,S66,"1,573",24
S47,C1,201901,60,P11,S66,60,0
S48,C3,201901,122,P12,S68,122,4
S48,C2,201901,"2,312",P12,S68,"2,312",21
S42,C2,201901,"1,248",P12,S68,"1,248",1
S48,C1,201901,"8,986",P12,S68,"8,986",25
S61,C1,201901,"1,935",P12,S68,"1,935",15
S35,C3,201901,"1,063",P5,S6,"1,063",15
S44,C3,201901,186,P20,S44,186,3
S44,C1,201901,23,P20,S44,23,2
S45,C3,201901,224,P7,S8,224,3
S45,C1,201901,63,P7,S8,63,9
S54,C3,201901,163,P21,S54,163,4
S54,C1,201901,314,P21,S54,314,2
S52,C3,201901,82,P4,S52,82,1
S52,C1,201901,414,P4,S52,414,2
S57,C1,201901,"2,508",P16,S57,"2,508",8
S58,C3,201901,"1,675",P17,S31,"1,675",1
S59,C3,201901,313,P17,S32,313,14
S58,C1,201901,"1,428",P17,S31,"1,428",0
S59,C1,201901,"1,055",P17,S32,"1,055",0
S1,C5,201902,20,P1,S1,20,0
S2,C5,201902,38,P1,S1,29,0
S3,C5,201902,110,P2,S3,110,0
S4,C2,201902,584,P3,S4,584,4
S4,C5,201902,"7,632",P3,S4,"7,632",0
S6,C5,201902,199,P5,S6,199,0
S7,C5,201902,33,P6,S7,33,0
S8,C3,201902,160,P7,S8,160,2
S8,C5,201902,515,P7,S8,515,0
S8,C2,201902,82,P7,S8,82,1
S9,C5,201902,55,P8,S9,55,0
S10,C5,201902,62,P9,S10,62,0
S8,C1,201902,32,P7,S8,32,0
S11,C3,201902,17,P10,S11,17,1
S11,C2,201902,5,P10,S11,5,0
S38,C3,201902,"1,164",P17,S31,"1,164",10
S38,C2,201902,915,P17,S31,915,3
S38,C1,201902,"1,029",P17,S31,"1,029",4
S39,C2,201902,447,P17,S32,447,1
S39,C1,201902,626,P17,S32,626,0
S39,C3,201902,264,P17,S32,264,13
S20,C5,201902,46,P13,S20,46,0
S20,C1,201902,1,P13,S20,1,4
S20,C3,201902,14,P13,S20,14,0
S20,C2,201902,2,P13,S20,2,1
S22,C5,201902,461,P14,S22,461,0
S23,C5,201902,338,P14,S23,338,0
S22,C3,201902,143,P14,S22,143,10
S23,C3,201902,74,P14,S23,74,23
S22,C2,201902,74,P14,S22,74,5
S23,C2,201902,19,P14,S23,19,2
S22,C1,201902,15,P14,S22,15,5
S23,C1,201902,15,P14,S23,15,9
S4,C1,201902,646,P3,S4,646,3
S6,C1,201902,153,P5,S6,153,1
S7,C1,201902,18,P6,S7,18,1
S9,C1,201902,7,P8,S9,7,0
S44,C5,201902,"1,408",P20,S44,"1,408",0
S22,C4,201902,4,P14,S22,4,0
S40,C1,201902,"3,907",P11,S66,"3,907",26
S52,C5,201902,349,P4,S52,349,0
S46,C1,201902,903,P15,S63,903,2
S42,C1,201902,228,P12,S68,228,5
S39,C4,201902,5,P17,S32,5,0
S6,C4,201902,8,P5,S6,8,0
S10,C4,201902,45,P9,S10,45,0
S11,C4,201902,31,P10,S11,31,0
S29,C4,201902,62,P18,S29,62,0
S1,C4,201902,13,P1,S1,13,0
S4,C4,201902,617,P3,S4,617,0
S8,C4,201902,11,P7,S8,11,0
S30,C4,201902,295,P19,S30,295,0
S2,C4,201902,16,P1,S1,12,0
S3,C4,201902,22,P2,S3,22,0
S52,C4,201902,8,P4,S52,8,0
S44,C4,201902,36,P20,S44,36,0
S40,C4,201902,6,P11,S66,6,0
S46,C4,201902,16,P15,S63,16,0
S48,C4,201902,29,P12,S68,29,0
S7,C4,201902,1,P6,S7,1,0
S9,C4,201902,226,P8,S9,226,0
S57,C4,201902,2,P16,S57,2,0
S20,C4,201902,2,P13,S20,2,0
S21,C4,201902,1,P13,S21,1,0
S1,C2,201902,4,P1,S1,4,1
S52,C2,201902,201,P4,S52,201,0
S44,C2,201902,86,P20,S44,86,0
S6,C2,201902,279,P5,S6,279,0
S9,C2,201902,47,P8,S9,47,2
S10,C2,201902,56,P9,S10,56,1
S3,C2,201902,23,P2,S3,23,0
S54,C2,201902,308,P21,S54,308,1
S58,C2,201902,914,P17,S31,914,0
S59,C2,201902,"1,184",P17,S32,"1,184",1
S7,C2,201902,105,P6,S7,105,0
S29,C2,201902,13,P18,S29,13,1
S30,C2,201902,19,P19,S30,19,1
S62,C2,201902,86,P15,S62,86,7
S2,C2,201902,103,P1,S1,77,0
S1,C3,201902,17,P1,S1,17,1
S2,C3,201902,105,P1,S1,79,1
S2,C1,201902,26,P1,S1,20,1
S3,C3,201902,30,P2,S3,30,4
S3,C1,201902,7,P2,S3,7,1
S4,C3,201902,318,P3,S4,318,3
S50,C3,201902,297,P15,S63,297,8
S46,C2,201902,648,P15,S63,648,6
S50,C2,201902,71,P15,S63,71,2
S50,C1,201902,70,P15,S63,70,0
S7,C3,201902,68,P6,S7,68,1
S9,C3,201902,73,P8,S9,73,1
S10,C3,201902,122,P9,S10,122,1
S10,C1,201902,11,P9,S10,11,1
S30,C3,201902,25,P19,S30,25,1
S30,C1,201902,2,P19,S30,2,1
S29,C3,201902,21,P18,S29,21,2
S29,C1,201902,2,P18,S29,2,0
S47,C3,201902,"1,098",P11,S66,"1,098",8
S40,C3,201902,10,P11,S66,10,6
S47,C2,201902,401,P11,S66,401,58
S40,C2,201902,69,P11,S66,69,0
S60,C2,201902,"3,523",P11,S66,"3,523",4
S47,C1,201902,"4,235",P11,S66,"4,235",1
S60,C1,201902,954,P11,S66,954,24
S48,C3,201902,105,P12,S68,105,3
S48,C2,201902,"1,321",P12,S68,"1,321",29
S61,C2,201902,702,P12,S68,702,12
S48,C1,201902,107,P12,S68,107,21
S61,C1,201902,"14,353",P12,S68,"14,353",45
S35,C3,201902,974,P5,S6,974,22
S44,C3,201902,165,P20,S44,165,3
S44,C1,201902,70,P20,S44,70,2
S45,C3,201902,10,P7,S8,10,1
S45,C1,201902,1,P7,S8,1,0
S54,C3,201902,250,P21,S54,250,5
S54,C1,201902,263,P21,S54,263,1
S52,C3,201902,62,P4,S52,62,1
S52,C1,201902,455,P4,S52,455,3
S57,C1,201902,"1,161",P16,S57,"1,161",4
S59,C1,201902,52,P17,S32,52,1
S62,C3,201902,764,P15,S62,764,6
S63,C1,201902,"2,194",P15,S63,"2,194",8
S1,C5,201903,42,P1,S1,42,0
S3,C5,201903,72,P2,S3,72,0
S4,C2,201903,922,P3,S4,922,1
S4,C5,201903,"19,982",P3,S4,"19,982",0
S6,C5,201903,172,P5,S6,172,0
S7,C5,201903,26,P6,S7,26,0
S8,C3,201903,217,P7,S8,217,2
S8,C5,201903,269,P7,S8,269,0
S8,C2,201903,134,P7,S8,134,1
S9,C5,201903,45,P8,S9,45,0
S10,C5,201903,35,P9,S10,35,0
S8,C1,201903,39,P7,S8,39,1
S11,C3,201903,31,P10,S11,31,1
S11,C2,201903,32,P10,S11,32,0
S11,C1,201903,3,P10,S11,3,1
S38,C3,201903,526,P17,S31,526,15
S38,C2,201903,722,P17,S31,722,3
S38,C1,201903,623,P17,S31,623,4
S39,C2,201903,932,P17,S32,932,0
S39,C1,201903,540,P17,S32,540,4
S39,C3,201903,145,P17,S32,145,17
S20,C5,201903,30,P13,S20,30,0
S20,C1,201903,16,P13,S20,16,4
S20,C3,201903,11,P13,S20,11,0
S20,C2,201903,4,P13,S20,4,1
S21,C1,201903,16,P13,S21,16,1
S22,C5,201903,408,P14,S22,408,0
S23,C5,201903,301,P14,S23,301,0
S22,C3,201903,144,P14,S22,144,3
S23,C3,201903,71,P14,S23,71,17
S22,C2,201903,53,P14,S22,53,0
S23,C2,201903,105,P14,S23,105,0
S22,C1,201903,24,P14,S22,24,9
S23,C1,201903,21,P14,S23,21,8
S1,C1,201903,12,P1,S1,12,0
S4,C1,201903,982,P3,S4,982,1
S6,C1,201903,159,P5,S6,159,1
S7,C1,201903,17,P6,S7,17,0
S9,C1,201903,15,P8,S9,15,0
S44,C5,201903,"1,478",P20,S44,"1,478",0
S22,C4,201903,13,P14,S22,13,0
S40,C1,201903,"1,954",P11,S66,"1,954",9
S52,C5,201903,255,P4,S52,255,0
S42,C1,201903,"3,474",P12,S68,"3,474",1
S39,C4,201903,12,P17,S32,12,0
S23,C4,201903,5,P14,S23,5,0
S6,C4,201903,29,P5,S6,29,0
S10,C4,201903,137,P9,S10,137,0
S11,C4,201903,41,P10,S11,41,0
S29,C4,201903,91,P18,S29,91,0
S1,C4,201903,32,P1,S1,32,0
S4,C4,201903,429,P3,S4,429,0
S8,C4,201903,25,P7,S8,25,0
S30,C4,201903,209,P19,S30,209,0
S2,C4,201903,4,P1,S1,3,0
S3,C4,201903,24,P2,S3,24,0
S52,C4,201903,11,P4,S52,11,0
S44,C4,201903,98,P20,S44,98,0
S40,C4,201903,9,P11,S66,9,0
S48,C4,201903,10,P12,S68,10,0
S7,C4,201903,1,P6,S7,1,0
S9,C4,201903,322,P8,S9,322,0
S57,C4,201903,10,P16,S57,10,0
S20,C4,201903,4,P13,S20,4,0
S21,C4,201903,2,P13,S21,2,0
S63,C4,201903,34,P15,S63,34,0
S1,C2,201903,37,P1,S1,37,1
S64,C2,201903,80,P17,S31,80,11
S65,C2,201903,80,P17,S32,80,11
S52,C2,201903,281,P4,S52,281,3
S44,C2,201903,140,P20,S44,140,1
S6,C2,201903,316,P5,S6,316,1
S9,C2,201903,37,P8,S9,37,2
S10,C2,201903,75,P9,S10,75,1
S57,C2,201903,254,P16,S57,254,3
S3,C2,201903,41,P2,S3,41,0
S54,C2,201903,316,P21,S54,316,1
S66,C2,201903,"1,409",P11,S66,"1,409",45
S7,C2,201903,120,P6,S7,120,0
S29,C2,201903,27,P18,S29,27,2
S30,C2,201903,22,P19,S30,22,0
S62,C2,201903,"1,303",P15,S62,"1,303",0
S2,C2,201903,29,P1,S1,22,0
S31,C2,201903,2,P17,S31,2,0
S1,C3,201903,77,P1,S1,77,1
S2,C3,201903,39,P1,S1,29,1
S2,C1,201903,22,P1,S1,17,1
S3,C3,201903,16,P2,S3,16,3
S3,C1,201903,7,P2,S3,7,1
S4,C3,201903,412,P3,S4,412,4
S7,C3,201903,82,P6,S7,82,1
S9,C3,201903,74,P8,S9,74,1
S10,C3,201903,181,P9,S10,181,0
S10,C1,201903,5,P9,S10,5,1
S30,C3,201903,19,P19,S30,19,9
S30,C1,201903,5,P19,S30,5,1
S29,C3,201903,15,P18,S29,15,0
S29,C1,201903,3,P18,S29,3,2
S47,C3,201903,"1,496",P11,S66,"1,496",2
S40,C3,201903,51,P11,S66,51,17
S47,C2,201903,"2,136",P11,S66,"2,136",38
S40,C2,201903,999,P11,S66,999,0
S60,C2,201903,314,P11,S66,314,3
S47,C1,201903,"1,261",P11,S66,"1,261",0
S60,C1,201903,"6,786",P11,S66,"6,786",3
S48,C3,201903,52,P12,S68,52,2
S42,C3,201903,47,P12,S68,47,2
S48,C2,201903,57,P12,S68,57,2
S61,C2,201903,"3,458",P12,S68,"3,458",17
S48,C1,201903,"6,302",P12,S68,"6,302",6
S61,C1,201903,"2,576",P12,S68,"2,576",22
S35,C3,201903,"1,043",P5,S6,"1,043",6
S44,C3,201903,207,P20,S44,207,1
S44,C1,201903,28,P20,S44,28,2
S54,C3,201903,242,P21,S54,242,5
S54,C1,201903,546,P21,S54,546,0
S52,C3,201903,92,P4,S52,92,1
S52,C1,201903,468,P4,S52,468,2
S57,C1,201903,"1,126",P16,S57,"1,126",4
S63,C3,201903,436,P15,S63,436,4
S62,C3,201903,918,P15,S62,918,0
S63,C1,201903,"5,711",P15,S63,"5,711",34
S66,C1,201903,"2,244",P11,S66,"2,244",12
S64,C3,201903,502,P17,S31,502,2
S65,C3,201903,82,P17,S32,82,0
S1,C5,201904,142,P1,S1,142,0
S2,C5,201904,22,P1,S1,17,0
S3,C5,201904,102,P2,S3,102,0
S4,C2,201904,"1,165",P3,S4,"1,165",2
S4,C5,201904,"4,396",P3,S4,"4,396",0
S6,C5,201904,150,P5,S6,150,0
S7,C5,201904,15,P6,S7,15,0
S8,C3,201904,107,P7,S8,107,2
S8,C5,201904,415,P7,S8,415,0
S8,C2,201904,76,P7,S8,76,1
S9,C5,201904,55,P8,S9,55,0
S10,C5,201904,50,P9,S10,50,0
S8,C1,201904,38,P7,S8,38,2
S11,C3,201904,20,P10,S11,20,1
S11,C2,201904,13,P10,S11,13,0
S38,C3,201904,-47,P17,S31,-47,9
S38,C2,201904,2,P17,S31,2,2
S38,C1,201904,165,P17,S31,165,3
S39,C2,201904,98,P17,S32,98,1
S39,C1,201904,37,P17,S32,37,0
S39,C3,201904,-8,P17,S32,-8,13
S20,C5,201904,36,P13,S20,36,0
S20,C3,201904,12,P13,S20,12,0
S21,C3,201904,8,P13,S21,8,1
S22,C5,201904,559,P14,S22,559,0
S23,C5,201904,478,P14,S23,478,0
S22,C3,201904,77,P14,S22,77,5
S23,C3,201904,32,P14,S23,32,11
S22,C2,201904,55,P14,S22,55,8
S23,C2,201904,53,P14,S23,53,6
S22,C1,201904,17,P14,S22,17,2
S23,C1,201904,7,P14,S23,7,5
S1,C1,201904,25,P1,S1,25,1
S4,C1,201904,836,P3,S4,836,1
S6,C1,201904,139,P5,S6,139,1
S7,C1,201904,17,P6,S7,17,0
S44,C5,201904,"1,239",P20,S44,"1,239",0
S22,C4,201904,8,P14,S22,8,0
S52,C5,201904,381,P4,S52,381,0
S46,C1,201904,15,P15,S63,15,1
S42,C1,201904,"3,026",P12,S68,"3,026",1
S23,C4,201904,8,P14,S23,8,0
S6,C4,201904,27,P5,S6,27,0
S10,C4,201904,46,P9,S10,46,0
S11,C4,201904,20,P10,S11,20,0
S29,C4,201904,60,P18,S29,60,0
S1,C4,201904,14,P1,S1,14,0
S4,C4,201904,170,P3,S4,170,0
S8,C4,201904,18,P7,S8,18,0
S30,C4,201904,738,P19,S30,738,0
S2,C4,201904,1,P1,S1,1,0
S3,C4,201904,22,P2,S3,22,0
S52,C4,201904,7,P4,S52,7,0
S44,C4,201904,109,P20,S44,109,0
S47,C4,201904,3,P11,S66,3,0
S48,C4,201904,29,P12,S68,29,0
S7,C4,201904,2,P6,S7,2,0
S9,C4,201904,116,P8,S9,116,0
S57,C4,201904,2,P16,S57,2,0
S20,C4,201904,1,P13,S20,1,0
S21,C4,201904,3,P13,S21,3,0
S63,C4,201904,39,P15,S63,39,0
S67,C4,201904,1,P11,S66,1,0
S64,C4,201904,8,P17,S31,8,0
S65,C4,201904,15,P17,S32,15,0
S68,C2,201904,725,P12,S68,725,10
S1,C2,201904,12,P1,S1,12,0
S64,C2,201904,660,P17,S31,660,8
S65,C2,201904,704,P17,S32,704,6
S52,C2,201904,270,P4,S52,270,1
S44,C2,201904,90,P20,S44,90,0
S6,C2,201904,300,P5,S6,300,1
S9,C2,201904,43,P8,S9,43,3
S10,C2,201904,60,P9,S10,60,3
S57,C2,201904,224,P16,S57,224,5
S3,C2,201904,14,P2,S3,14,0
S54,C2,201904,366,P21,S54,366,0
S66,C2,201904,"2,761",P11,S66,"2,761",105
S7,C2,201904,96,P6,S7,96,0
S29,C2,201904,8,P18,S29,8,1
S30,C2,201904,22,P19,S30,22,0
S63,C2,201904,686,P15,S63,686,1
S62,C2,201904,243,P15,S62,243,2
S69,C2,201904,40,P8,S9,40,1
S1,C3,201904,22,P1,S1,22,0
S3,C3,201904,19,P2,S3,19,3
S3,C1,201904,4,P2,S3,4,1
S4,C3,201904,109,P3,S4,109,3
S7,C3,201904,59,P6,S7,59,0
S9,C3,201904,61,P8,S9,61,1
S10,C3,201904,83,P9,S10,83,1
S10,C1,201904,12,P9,S10,12,1
S30,C3,201904,20,P19,S30,20,5
S30,C1,201904,2,P19,S30,2,1
S29,C3,201904,8,P18,S29,8,0
S29,C1,201904,5,P18,S29,5,2
S47,C3,201904,368,P11,S66,368,0
S40,C3,201904,263,P11,S66,263,1
S47,C1,201904,7,P11,S66,7,0
S60,C1,201904,25,P11,S66,25,10
S42,C3,201904,50,P12,S68,50,3
S48,C2,201904,676,P12,S68,676,3
S61,C2,201904,386,P12,S68,386,10
S48,C1,201904,"2,400",P12,S68,"2,400",0
S35,C3,201904,920,P5,S6,920,19
S69,C3,201904,3,P8,S9,3,1
S69,C1,201904,17,P8,S9,17,2
S44,C3,201904,125,P20,S44,125,1
S44,C1,201904,36,P20,S44,36,2
S54,C3,201904,132,P21,S54,132,4
S54,C1,201904,222,P21,S54,222,0
S52,C3,201904,65,P4,S52,65,1
S52,C1,201904,380,P4,S52,380,3
S57,C1,201904,"1,947",P16,S57,"1,947",8
S63,C3,201904,868,P15,S63,868,8
S63,C1,201904,"2,862",P15,S63,"2,862",9
S68,C1,201904,"2,235",P12,S68,"2,235",11
S67,C3,201904,322,P11,S66,322,10
S66,C1,201904,"5,055",P11,S66,"5,055",26
S67,C1,201904,"1,072",P11,S66,"1,072",8
S64,C3,201904,796,P17,S31,796,16
S65,C3,201904,281,P17,S32,281,7
S64,C1,201904,411,P17,S31,411,3
S65,C1,201904,324,P17,S32,324,3
S1,C5,201905,550,P1,S1,550,0
S3,C5,201905,93,P2,S3,93,0
S4,C2,201905,987,P3,S4,987,4
S4,C5,201905,"15,431",P3,S4,"15,431",0
S6,C5,201905,158,P5,S6,158,0
S7,C5,201905,40,P6,S7,40,0
S8,C3,201905,188,P7,S8,188,0
S8,C5,201905,"1,485",P7,S8,"1,485",0
S8,C2,201905,218,P7,S8,218,1
S9,C5,201905,135,P8,S9,135,0
S10,C5,201905,52,P9,S10,52,0
S8,C1,201905,47,P7,S8,47,1
S11,C3,201905,36,P10,S11,36,1
S11,C2,201905,10,P10,S11,10,0
S11,C1,201905,1,P10,S11,1,1
S38,C3,201905,20,P17,S31,20,1
S39,C3,201905,5,P17,S32,5,1
S20,C5,201905,38,P13,S20,38,0
S20,C1,201905,1,P13,S20,1,4
S20,C3,201905,8,P13,S20,8,6
S20,C2,201905,1,P13,S20,1,1
S21,C1,201905,14,P13,S21,14,1
S22,C5,201905,563,P14,S22,563,0
S23,C5,201905,456,P14,S23,456,0
S22,C3,201905,87,P14,S22,87,1
S23,C3,201905,70,P14,S23,70,14
S22,C2,201905,50,P14,S22,50,10
S23,C2,201905,29,P14,S23,29,2
S22,C1,201905,21,P14,S22,21,3
S23,C1,201905,20,P14,S23,20,3
S36,C5,201905,72,P13,S20,36,0
S1,C1,201905,44,P1,S1,44,2
S4,C1,201905,"1,100",P3,S4,"1,100",2
S6,C1,201905,144,P5,S6,144,0
S7,C1,201905,25,P6,S7,25,0
S9,C1,201905,1,P8,S9,1,0
S44,C5,201905,"1,172",P20,S44,"1,172",0
S22,C4,201905,2,P14,S22,2,0
S52,C5,201905,366,P4,S52,366,0
S23,C4,201905,4,P14,S23,4,0
S6,C4,201905,38,P5,S6,38,0
S10,C4,201905,29,P9,S10,29,0
S11,C4,201905,108,P10,S11,108,0
S29,C4,201905,83,P18,S29,83,0
S1,C4,201905,28,P1,S1,28,0
S4,C4,201905,693,P3,S4,693,0
S8,C4,201905,10,P7,S8,10,0
S30,C4,201905,185,P19,S30,185,0
S3,C4,201905,12,P2,S3,12,0
S52,C4,201905,9,P4,S52,9,0
S44,C4,201905,75,P20,S44,75,0
S7,C4,201905,2,P6,S7,2,0
S9,C4,201905,449,P8,S9,449,0
S57,C4,201905,8,P16,S57,8,0
S20,C4,201905,1,P13,S20,1,0
S63,C4,201905,53,P15,S63,53,0
S68,C4,201905,49,P12,S68,49,0
S67,C4,201905,9,P11,S66,9,0
S64,C4,201905,1,P17,S31,1,0
S65,C4,201905,31,P17,S32,31,0
S70,C1,201905,"2,417",P12,S70,"2,417",2
S68,C2,201905,"2,709",P12,S68,"2,709",79
S1,C2,201905,200,P1,S1,200,3
S64,C2,201905,658,P17,S31,658,9
S65,C2,201905,604,P17,S32,604,6
S52,C2,201905,312,P4,S52,312,2
S44,C2,201905,68,P20,S44,68,0
S71,C2,201905,713,P11,S71,713,2
S6,C2,201905,338,P5,S6,338,7
S9,C2,201905,42,P8,S9,42,3
S10,C2,201905,57,P9,S10,57,2
S72,C2,201905,"2,140",P15,S63,"2,140",6
S57,C2,201905,470,P16,S57,470,4
S3,C2,201905,32,P2,S3,32,0
S54,C2,201905,174,P21,S54,174,1
S66,C2,201905,"3,365",P11,S66,"3,365",41
S67,C2,201905,"1,390",P11,S66,"1,390",3
S7,C2,201905,111,P6,S7,111,1
S29,C2,201905,21,P18,S29,21,0
S30,C2,201905,14,P19,S30,14,0
S69,C2,201905,34,P8,S9,34,2
S73,C2,201905,18,P19,S30,18,0
S1,C3,201905,106,P1,S1,106,2
S3,C3,201905,17,P2,S3,17,2
S3,C1,201905,3,P2,S3,3,1
S4,C3,201905,207,P3,S4,207,3
S7,C3,201905,65,P6,S7,65,1
S9,C3,201905,12,P8,S9,12,1
S10,C3,201905,108,P9,S10,108,1
S10,C1,201905,7,P9,S10,7,1
S30,C3,201905,21,P19,S30,21,4
S30,C1,201905,2,P19,S30,2,1
S29,C3,201905,13,P18,S29,13,0
S29,C1,201905,4,P18,S29,4,4
S42,C3,201905,21,P12,S68,21,2
S35,C3,201905,906,P5,S6,906,3
S69,C3,201905,31,P8,S9,31,1
S69,C1,201905,13,P8,S9,13,2
S44,C3,201905,107,P20,S44,107,1
S44,C1,201905,73,P20,S44,73,2
S54,C3,201905,145,P21,S54,145,4
S54,C1,201905,191,P21,S54,191,0
S52,C3,201905,73,P4,S52,73,2
